x,y,z
-0.18745405323332215,0.9392177877421449,-0.2876298404462758
-0.06322197015050303,0.602739608908615,-0.7954294100314488
-0.7837855552168723,-0.5269882140691906,0.32857818805505706
-0.373858803678632,-0.3125898607422469,-0.873222293504423
0.12509456633092503,-0.7694142985947373,0.6263808638459881
0.13049807590203777,0.682315484331833,0.719316225332699
0.19505004847798701,0.9703629486264272,-0.14265772506864302
-0.4181101372777646,0.9038200567192323,0.09106710809953722
0.49272259608030206,0.22380706431375014,-0.8409130997166999
0.020890235633651517,0.991435483153216,0.1289157895679188
-0.42393740329814095,-0.2542827191811528,-0.8692625476866401
0.45922134286059124,-0.8748423388019733,0.15416432953445758
0.3439063994468658,0.8949729129624605,0.2841687412137037
-0.34481978225912957,-0.8264106687699574,-0.4451345013655516
-0.914079423324086,-0.3563540439283501,-0.1935732502992552
-0.39151084616010257,0.791162296851122,0.46987389518918543
0.837333066576262,-0.2335841232902645,-0.49427906385432874
0.4556489538694655,-0.5361831206155417,0.7105573108515886
-0.49379817614602967,-0.10432966084706796,-0.8632952467738894
-0.4494040317704138,-0.05239197749133312,-0.8917909491147824
-0.3738510094246629,-0.3125925826600269,-0.8732246560983576
-0.8645016078766012,0.45786688646956974,0.20735207800606523
-0.22135509531940484,0.8463879574953053,-0.48438553568728954
-0.5379665655686189,-0.07360855675051232,-0.8397462442329895
-0.09163851072449353,-0.7922608131894946,-0.6032621214998648
0.15062580334685408,0.9823849577230862,0.11059684536877623
0.12865977822017902,0.8684415509508039,0.47880678154188333
-0.25882490416324494,0.23060457779278676,-0.9379931757139268
0.10357987962865403,0.9943999202044159,-0.020976349386032607
-0.44939745088804234,-0.05241108555337104,-0.891793142632554
0.6029328670643247,-0.3197981217089213,-0.7308906342025729
-0.5442927591835712,-0.13074430028288353,0.8286442664037894
-0.3629575832052346,0.5722975370897985,-0.7353484356648663
-0.4591115674024834,0.11504758911126119,0.8808976222677193
0.40497958102022547,0.5015532897952482,0.7644840328301478
-0.2633594566869982,0.8561740630753099,-0.44453095537953774
0.08687833273974836,-0.8206783879520166,-0.5647469688708749
-0.581459592054957,-0.29479990694318703,0.7582860658574515
-0.29556860493394976,0.4124148323669275,-0.8617152695764175
-0.07225942748375211,-0.7278018291559583,-0.6819699939271241
0.0014565816542636242,0.7077529058324651,0.7064585640047025
-0.10961374320154575,-0.34071716366073357,-0.933754058458827
-0.15714266964360069,0.9463600592659516,0.2823275041568336
0.3255905704815806,-0.44142537198915566,-0.836142584358502
-0.38036714980211167,0.43485984669012806,-0.8162216274321922
-0.34060692486612154,0.7777676594808621,0.5282654546711397
-0.7779307514258947,0.6100487120188224,-0.15054672015729476
-0.09406928862636149,0.9466319673889267,-0.30828377715134536
0.7796805342673185,0.48329682609256963,0.398148769147259
-0.45138848933964937,-0.7779295766253023,0.4371201270855041
0.21409507324421034,-0.870573049541237,-0.44301903460802583
0.010126412728722731,0.007898228348464686,0.9999175334767378
0.9339766680225549,0.17981329427949305,-0.30879566510856776
0.08381080590291365,0.9959048377293434,-0.03390137167128299
0.05263757973645598,0.9843860422946291,-0.16796846410860877
0.873267121288379,0.03197673795496713,0.4861913441295175
-0.6852921475076026,-0.42276328956728537,-0.5929973638715992
0.7755544173706125,0.2435334267881212,0.5824146424445087
-0.10653674081005156,-0.9702372173923874,0.21746186986285476
